Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""1408725797""","=""9781408725795""",4,4.08,Sphere,Paperback,389,2023,2023,2023/09/06,2023/01/06,,,read,,,,1,0
101124639,Bright Young Women,Jessica Knoll,"Knoll, Jessica",,"=""1501153226""","=""9781501153228""",0,3.99,S&S/ Marysue Rucci Books,Hardcover,384,2023,2023,,2023/08/31,to-read,to-read (#298),to-read,,,,0,0
58945351,"Wicked Beauty (Dark Olympus, #3)",Katee Robert,"Robert, Katee",,"=""1728231809""","=""9781728231808""",3,3.93,Sourcebooks Casablanca,Kindle Edition,402,2022,2022,2023/08/31,2023/02/01,,,read,,,,1,0
61641079,The Haunting of Alejandra,V. Castro,"Castro, V.",,"=""0593499697""","=""9780593499696""",0,3.65,Del Rey,Hardcover,272,2023,2023,,2023/04/05,to-read,to-read (#240),to-read,,,,0,0
63095134,"The Witch Is Back (Toil and Trouble, #1)",Sophie H. Morgan,"Morgan, Sophie H.",,"=""1335476040""","=""9781335476043""",0,3.56,Harlequin,Paperback,379,2023,2023,,2023/07/31,to-read,to-read (#288),to-read,,,,0,0
62919793,The Invisible Hour,Alice Hoffman,"Hoffman, Alice",,"=""1982175370""","=""9781982175375""",0,3.59,Scribner,Hardcover,272,2023,2023,,2023/07/31,to-read,to-read (#285),to-read,,,,0,0
142392376,Out There Screaming,Jordan Peele,"Peele, Jordan","Erin E. Adams, Violet Allen, Lesley Nneka Arimah, Maurice Broaddus, Chesya Burke, P. Djèlí Clark, Ezra Claytan Daniels, Tananarive Due, Nalo Hopkinson, N.K. Jemisin, Justin C. Key, L.D.  Lewis, Nnedi Okorafor, Tochi Onyebuchi, Rebecca Roanhorse, Nicole D. Sconiers, Rion Amilcar Scott, Terence Taylor, Cadwell Turnbull","=""059324379X""","=""9780593243794""",0,3.75,Random House,Hardcover,387,2023,2023,,2023/08/17,to-read,to-read (#296),to-read,,,,0,0
52410331,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",5,4.05,St. Martin's Griffin,Paperback,423,2019,2019,,2020/10/09,favorites,favorites (#5),read,,,,2,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",4,4.13,Dutton,Hardcover,383,2023,2023,2023/08/24,2023/04/17,,,read,Slow to start moving but the ending! So many twists! And I cried! Who cries reading a thriller?,,,1,0
75665914,This Spells Love,Kate Robb,"Robb, Kate",,"=""0593596536""","=""9780593596531""",0,3.77,Dial Press Trade Paperback,Paperback,352,2023,2023,,2023/08/21,to-read,to-read (#297),to-read,,,,0,0
64414866,An Education in Malice,S.T. Gibson,"Gibson, S.T.",,"=""0356519325""","=""9780356519326""",0,3.50,Orbit,Hardcover,352,2024,2024,,2023/08/17,to-read,to-read (#295),to-read,,,,0,0
105584138,My Name Is Barbra,Barbra Streisand,"Streisand, Barbra",,"=""0525429522""","=""9780525429524""",0,4.17,Penguin Publishing Group,Hardcover,1040,2023,2023,,2023/08/15,to-read,to-read (#294),to-read,,,,0,0
62952130,The Vaster Wilds,Lauren Groff,"Groff, Lauren",,"=""0593418395""","=""9780593418390""",0,3.75,Riverhead Books,Hardcover,256,2023,2023,,2023/08/14,to-read,to-read (#293),to-read,,,,0,0
59089704,This Time Tomorrow,Emma Straub,"Straub, Emma",,"=""052553900X""","=""9780525539001""",0,3.80,Riverhead Books,Hardcover,310,2022,2022,,2023/08/11,to-read,to-read (#291),to-read,,,,0,0
60521937,A Dowry of Blood,S.T. Gibson,"Gibson, S.T.",,"=""0316501077""","=""9780316501071""",5,3.94,Redhook,Hardcover,292,2022,2021,2023/08/11,2022/10/29,,,read,,,,1,0
8303977,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,"Bailey, Elisabeth Tova",,"=""1565126068""","=""9781565126060""",0,4.15,Algonquin Books,Hardcover,208,2010,2010,,2023/08/07,to-read,to-read (#290),to-read,,,,0,0
46677,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,"Viorst, Judith",Ray Cruz,"=""0689711735""","=""9780689711732""",0,4.24,Atheneum Books for Young Readers,Paperback,32,1987,1972,,2023/08/06,,,read,,,,1,0
56060300,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""1338617567""","=""9781338617566""",5,4.58,Graphix,Hardcover,384,2022,2021,2022/03/25,2022/03/24,,,read,,,,2,0
40864030,"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",5,4.38,Tordotcom,Kindle Edition,152,2022,2022,2023/08/06,2023/06/10,,,read,,,,1,0
32075853,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,"Jaswal, Balli Kaur",,"=""0062645129""","=""9780062645128""",3,3.93,William Morrow,Hardcover,304,2017,2017,2023/08/04,2022/09/15,,,read,,,,1,0
43449920,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",5,4.54,Hodder Children's Books,Paperback,384,2020,2020,2022/03/20,2022/03/19,,,read,,,,2,0
71872896,"Congratulations, the Best is Over!",R. Eric Thomas,"Thomas, R. Eric",,"=""0593496264""","=""9780593496268""",0,4.03,Ballantine Books,Hardcover,240,2023,2023,,2023/07/31,to-read,to-read (#287),to-read,,,,0,0
85175319,The Breakaway,Jennifer Weiner,"Weiner, Jennifer",,"=""1668033429""","=""9781668033425""",0,3.75,Atria Books,Hardcover,400,2023,2023,,2023/07/31,to-read,to-read (#286),to-read,,,,0,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",5,4.51,Hodder Children's Books,Paperback,320,2019,2019,,2022/03/18,,,read,,,,2,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,"=""152722533X""","=""9781527225336""",5,4.42,Selfpublished,Paperback,288,2018,2018,2023/07/29,2022/02/22,favorites,favorites (#4),read,Re-read number 3. Still perfect.,,,2,0
58735031,"Shady Hollow (Shady Hollow, #1)",Juneau Black,"Black, Juneau",,"=""0593315715""","=""9780593315712""",0,3.76,Vintage,Paperback,222,2022,2015,,2023/07/23,to-read,to-read (#282),to-read,,,,0,0
36117813,The Girl He Used to Know,Tracey Garvis Graves,"Graves, Tracey Garvis",,"=""1250200350""","=""9781250200358""",4,3.93,St. Martin's Press ,Hardcover,291,2019,2019,2023/07/19,2020/10/09,,,read,,,,1,0
60417459,Better Than Fiction,Alexa  Martin,"Martin, Alexa",,"=""0593337220""","=""9780593337226""",0,3.41,Berkley,Paperback,336,2022,2022,,2023/07/16,to-read,to-read (#281),to-read,,,,0,0
62710608,Business or Pleasure,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,"=""0593548531""","=""9780593548530""",0,3.73,Berkley,Paperback,352,2023,2023,,2023/07/16,to-read,to-read (#280),to-read,,,,0,0
526869,"Peyton Place (Peyton Place, #1)",Grace Metalious,"Metalious, Grace",Ardis Cameron,"=""1555534007""","=""9781555534004""",0,3.81,Northeastern University Press,Paperback,384,1999,1956,,2023/07/16,to-read,to-read (#279),to-read,,,,0,0
62794544,Fake Dates and Mooncakes,Sher Lee,"Lee, Sher",,"=""0593569954""","=""9780593569955""",3,3.81,Underlined,Paperback,272,2023,2023,2023/07/15,2023/05/02,,,read,,,,1,0
58536037,"Woman, Eating",Claire Kohda,"Kohda, Claire",,"=""0063140888""","=""9780063140882""",4,3.43,HarperVia,Hardcover,240,2022,2022,2023/07/11,2022/12/25,,,read,"If Bella Swan had been a vampire the whole time, I think these would maybe be her vibes",,,1,0
61089456,The Once and Future Sex: Going Medieval on Women's Roles in Society,Eleanor Janega,"Janega, Eleanor",,"=""0393867811""","=""9780393867817""",0,4.06,W. W. Norton & Company,Hardcover,272,2023,2023,2023/07/04,2023/02/07,,,read,,,,1,0
36552920,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522115""","=""9780525522119""",0,3.60,Penguin Press,Hardcover,289,2018,2018,,2023/07/02,to-read,to-read (#278),to-read,,,,0,0
45046893,Oona Out of Order,Margarita Montimore,"Montimore, Margarita",,"=""1250236606""","=""9781250236609""",0,3.86,Flatiron Books,Hardcover,339,2020,2020,,2023/07/02,to-read,to-read (#277),to-read,,,,0,0
60654349,Weyward,Emilia Hart,"Hart, Emilia",,"=""125028080X""","=""9781250280800""",0,4.06,St. Martin's Press,Hardcover,329,2023,2023,,2023/07/02,to-read,to-read (#276),to-read,,,,0,0
60196684,No Two Persons,Erica Bauermeister,"Bauermeister, Erica",,"=""1250284376""","=""9781250284372""",0,4.05,St Martin's Press,Hardcover,314,2023,2023,,2023/07/02,to-read,to-read (#274),to-read,,,,0,0
42833687,Things My Son Needs to Know About the World,Fredrik Backman,"Backman, Fredrik",Alice Menzies,"=""1501196863""","=""9781501196867""",3,3.99,Atria Books,Hardcover,208,2019,2012,2023/06/23,2020/12/01,,,read,,,,1,0
60473073,Pageboy,Elliot Page,"Page, Elliot",,"=""""","=""""",0,3.73,Flatiron,Unknown Binding,271,2023,2023,2023/06/21,2023/05/15,,,read,,,,1,0
26074156,Hunger: A Memoir of (My) Body,Roxane Gay,"Gay, Roxane",,"=""0062362593""","=""9780062362599""",0,4.17,HarperCollins,Hardcover,306,2017,2017,,2023/06/20,to-read,to-read (#271),to-read,,,,0,0
22552026,Long Way Down,Jason Reynolds,"Reynolds, Jason",,"=""1481438255""","=""9781481438254""",0,4.24,Atheneum/Caitlyn Dlouhy Books,Hardcover,306,2017,2017,,2023/06/16,to-read,to-read (#270),to-read,,,,0,0
59054191,"Loathe to Love You (The STEMinist Novellas, #1-3)",Ali Hazelwood,"Hazelwood, Ali",,"=""1408726777""","=""9781408726778""",3,3.84,Sphere,Paperback,370,2023,2023,2023/06/15,2023/01/06,,,read,,,,1,0
58395053,Groundskeeping,Lee Cole,"Cole, Lee",,"=""0593320506""","=""9780593320501""",0,3.57,Knopf,Hardcover,323,2022,2022,,2023/06/13,to-read,to-read (#268),to-read,,,,0,0
58885796,The Last White Man,Mohsin Hamid,"Hamid, Mohsin",,"=""0593538811""","=""9780593538814""",4,3.43,Riverhead Books,Hardcover,192,2022,2022,2023/06/13,2023/05/10,,,read,,,,1,0
61609871,The Trackers,Charles Frazier,"Frazier, Charles",,"=""0062948083""","=""9780062948083""",0,3.69,Ecco,Hardcover,320,2023,2023,,2023/06/12,to-read,to-read (#266),to-read,,,,0,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",5,4.22,Tordotcom,ebook,151,2021,2021,2023/06/10,2023/05/19,,,read,,,,1,0
62361081,The True Love Experiment,Christina Lauren,"Lauren, Christina",,"=""1982173432""","=""9781982173432""",5,4.07,Gallery Books,Hardcover,409,2023,2023,2023/06/07,2023/01/12,,,read,,,,1,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",4,4.07,Knopf,Hardcover,333,2014,2014,2023/05/31,2022/01/10,,,read,,,,1,0
44280883,All Boys Aren’t Blue,George M.   Johnson,"Johnson, George M.",,"=""0374312710""","=""9780374312718""",0,4.19,"Farrar, Straus and Giroux (BYR)",Hardcover,304,2020,2020,,2023/05/30,to-read,to-read (#264),to-read,,,,0,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982136456""","=""9781982136451""",0,3.68,Gallery / Saga Press,Hardcover,305,2020,2020,,2023/05/30,to-read,to-read (#263),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2023/05/30,to-read,to-read (#261),to-read,,,,0,0
52698452,The Book of Longings,Sue Monk Kidd,"Kidd, Sue Monk",,"=""052542976X""","=""9780525429760""",0,4.23,Viking,Hardcover,416,2020,2020,,2023/05/30,to-read,to-read (#259),to-read,,,,0,0
44286431,Home Work: A Memoir of My Hollywood Years,Julie Andrews Edwards,"Edwards, Julie Andrews",Emma Walton Hamilton,"=""0306845989""","=""9780306845987""",0,3.88,Grand Central Publishing,Hardcover,340,2019,2019,,2023/05/30,to-read,to-read (#258),to-read,,,,0,0
42815544,"Bunny (Bunny, #1)",Mona Awad,"Awad, Mona",,"=""0525559736""","=""9780525559733""",0,3.47,Viking,Hardcover,307,2019,2019,,2023/05/30,to-read,to-read (#257),to-read,,,,0,0
42080142,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1501188771""","=""9781501188770""",0,3.91,Scout Press,Hardcover,337,2019,2019,,2023/05/30,to-read,to-read (#256),to-read,,,,0,0
62050250,A Living Remedy: A Memoir,Nicole Chung,"Chung, Nicole",,"=""0063031612""","=""9780063031616""",0,3.99,Ecco,Hardcover,256,2023,2023,,2023/05/26,to-read,to-read (#255),to-read,,,,0,0
61341469,The Lonely Hearts Book Club,Lucy Gilmore,"Gilmore, Lucy",,"=""1728256216""","=""9781728256214""",3,3.88,Sourcebooks Casablanca,Paperback,352,2023,2023,2023/05/24,2023/05/14,,,read,,,,1,0
46157017,Our Dining Table,Mita Ori,"Ori, Mita",,"=""164275756X""","=""9781642757569""",4,4.50,Seven Seas,Paperback,236,2019,2017,2023/05/24,2023/05/21,,,read,,,,1,0
62336871,The Forbidden Territory of a Terrifying Woman,Molly Lynch,"Lynch, Molly",,"=""1646221427""","=""9781646221424""",0,3.45,Catapult,Hardcover,288,2023,2023,,2023/05/17,to-read,to-read (#253),to-read,,,,0,0
62339069,Summer Reading,Jenn McKinlay,"McKinlay, Jenn",,"=""0593545729""","=""9780593545720""",0,3.47,Berkley,Paperback,435,2023,2023,,2023/05/16,to-read,to-read (#252),to-read,,,,0,0
62365905,We Could Be So Good,Cat Sebastian,"Sebastian, Cat",,"=""0063272768""","=""9780063272767""",0,4.26,Avon,Paperback,384,2023,2023,,2023/05/15,to-read,to-read (#251),to-read,,,,0,0
62687857,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""""","=""""",0,4.41,Grove Press,Hardcover,724,2023,2023,,2023/05/13,to-read,to-read (#249),to-read,,,,0,0
57850265,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072645""","=""9780063072640""",5,3.82,William Morrow,Hardcover,293,2022,2022,2023/05/13,2022/05/04,,,read,,,,1,0
59049282,Black Candle Women,Diane Marie Brown,"Brown, Diane Marie",,"=""1525899910""","=""9781525899911""",0,3.42,Graydon House Books,Hardcover,336,2023,2023,,2023/05/10,to-read,to-read (#248),to-read,,,,0,0
61797464,Meet Me at the Lake,Carley Fortune,"Fortune, Carley",,"=""0735243786""","=""9780735243781""",0,3.68,Viking,Paperback,336,2023,2023,,2023/05/10,to-read,to-read (#247),to-read,,,,0,0
61918816,"Yours Truly (Part of Your World, #2)",Abby Jimenez,"Jimenez, Abby",,"=""1538704390""","=""9781538704394""",5,4.30,Forever,Paperback,398,2023,2023,2023/05/08,2023/01/13,,,read,,,,1,0
10592,Carrie,Stephen        King,"King, Stephen",,"=""1416524304""","=""9781416524304""",4,3.99,Pocket,Mass Market Paperback,272,2005,1974,2023/05/04,2022/10/29,,,read,,,,1,0
61349385,Famous for a Living,Melissa    Ferguson,"Ferguson, Melissa",,"=""0840702485""","=""9780840702487""",0,3.50,Thomas Nelson,Paperback,309,2023,2023,,2023/05/04,to-read,to-read (#246),to-read,,,,0,0
58724626,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,"Kingfisher, T.",,"=""1250830753""","=""9781250830753""",4,3.85,Tor Nightfire,Hardcover,165,2022,2022,2022/09/07,2023/05/03,,,read,,,,2,0
60847626,The Last Tale of the Flower Bride,Roshani Chokshi,"Chokshi, Roshani",,"=""""","=""""",0,3.69,HarperCollins ,Hardcover,304,2023,2023,,2023/05/02,to-read,to-read (#245),to-read,,,,0,0
55506996,The Wedding Crasher,Mia Sosa,"Sosa, Mia",,"=""0062909894""","=""9780062909893""",4,3.65,Avon,Paperback,385,2022,2022,2023/05/02,2022/12/20,,,read,,,,1,0
62092265,The Late Americans,Brandon  Taylor,"Taylor, Brandon",,"=""0593332334""","=""9780593332337""",0,3.34,Riverhead Books,Hardcover,303,2023,2023,,2023/04/25,to-read,to-read (#244),to-read,,,,0,0
60913577,The Half Moon,Mary Beth Keane,"Keane, Mary Beth",,"=""1982172606""","=""9781982172602""",0,3.40,Scribner,Hardcover,304,2023,2023,,2023/04/25,to-read,to-read (#243),to-read,,,,0,0
37819089,Black Enough: Stories of Being Young & Black in America,Ibi Zoboi,"Zoboi, Ibi","Tracey Baptiste, Coe Booth, Dhonielle Clayton, Brandy Colbert, Jay Coles, Lamar Giles, Leah  Henderson, Justina Ireland, Varian Johnson, Kekla Magoon, Tochi Onyebuchi, Jason Reynolds, Nic Stone, Liara Tamani, Renée  Watson, Rita Williams-Garcia","=""0062698745""","=""9780062698742""",0,4.13,Balzer + Bray,ebook,416,2019,2019,,2023/04/24,to-read,to-read (#242),to-read,,,,0,0
62837289,Becoming Free Indeed: My Story of Disentangling Faith from Fear,Jinger Duggar Vuolo,"Vuolo, Jinger Duggar",,"=""""","=""""",0,3.61,Thomas Nelson,Hardcover,221,2023,2023,2023/04/24,2023/04/18,,,read,,,,1,0
62628727,Romantic Comedy,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""0399590943""","=""9780399590948""",3,3.62,Random House,Hardcover,309,2023,2023,2023/04/23,2023/03/29,,,read,,,,1,0
59641216,"Friends, Lovers, and the Big Terrible Thing",Matthew  Perry,"Perry, Matthew",Lisa Kudrow,"=""1250866448""","=""9781250866448""",0,3.94,Flatiron Books,Hardcover,250,2022,2022,2023/04/18,2022/08/23,,,read,,,,1,0
58687126,Finding Me,Viola Davis,"Davis, Viola",,"=""0063037327""","=""9780063037328""",0,4.54,HarperOne,Hardcover,304,2022,2022,,2023/04/15,to-read,to-read (#241),to-read,,,,0,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.44,Simon & Schuster,ebook,320,2022,2022,2023/04/12,2023/03/22,,,read,,,,1,0
43261127,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,"=""0358003326""","=""9780358003328""",0,4.13,Harvest,Hardcover,320,2020,2019,2023/04/07,2020/10/10,,,read,,,,1,0
61884832,All the Sinners Bleed,S.A. Cosby,"Cosby, S.A.",,"=""1250831911""","=""9781250831910""",0,4.21,Flatiron Books,Hardcover,338,2023,2023,,2023/04/05,to-read,to-read (#238),to-read,,,,0,0
62049729,The Celebrants,Steven  Rowley,"Rowley, Steven",,"=""0593540425""","=""9780593540428""",0,3.63,G.P. Putnam's Sons,Hardcover,320,2023,2023,,2023/04/05,to-read,to-read (#237),to-read,,,,0,0
20912424,"The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,"Bradley, Kimberly Brubaker",,"=""0803740816""","=""9780803740815""",0,4.49,Dial Books,Hardcover,316,2015,2015,,2023/04/05,to-read,to-read (#236),to-read,,,,0,0
62296528,Spare,Prince Harry,"Harry, Prince",J.R. Moehringer,"=""0593593804""","=""9780593593806""",0,3.84,Random House,Hardcover,410,2023,2023,2023/04/04,2022/12/31,,,read,,,,1,0
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""1250241707""","=""9781250241702""",0,3.99,Minotaur Books,Hardcover,368,2021,2021,,2023/02/06,to-read,to-read (#235),to-read,,,,0,0
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063252341""","=""9780063252349""",0,3.97,William Morrow,Hardcover,416,2022,2022,,2023/03/29,to-read,to-read (#234),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,Hardcover,368,2022,2022,,2023/03/22,to-read,to-read (#233),to-read,,,,0,0
59628705,Ten Steps to Nanette: A Memoir Situation,Hannah Gadsby,"Gadsby, Hannah",,"=""198481978X""","=""9781984819789""",0,4.46,Ballantine Books,Hardcover,387,2022,2022,2023/03/22,2022/06/07,,,read,,,,1,0
45153160,A Black Women's History of the United States (ReVisioning History),Daina Ramey Berry,"Berry, Daina Ramey",Kali Nicole Gross,"=""0807033553""","=""9780807033555""",0,4.29,Beacon Press,Hardcover,273,2020,2020,,2023/03/16,to-read,to-read (#231),to-read,,,,0,0
61273863,The Writing Retreat,Julia Bartz,"Bartz, Julia",,"=""1982199458""","=""9781982199456""",0,3.42,Atria/Emily Bestler Books,Hardcover,313,2023,2023,,2023/03/16,to-read,to-read (#230),to-read,,,,0,0
60018635,The Very Secret Society of Irregular Witches,Sangu Mandanna,"Mandanna, Sangu",,"=""059343935X""","=""9780593439357""",4,4.04,Berkley,Paperback,318,2022,2022,2023/03/14,2022/09/06,,,read,,,,1,0
61153763,Welcome Me to the Kingdom: Stories,Mai Nardone,"Nardone, Mai",,"=""0593498186""","=""9780593498187""",0,3.51,Random House,Hardcover,288,2023,2023,,2023/03/10,to-read,to-read (#229),to-read,,,,0,0
60877616,"Really Good, Actually",Monica Heisey,"Heisey, Monica",,"=""0063235412""","=""9780063235410""",3,3.14,William Morrow,Hardcover,370,2023,2023,2023/03/09,2023/01/17,,,read,This was a ride. I’d go from laughing out loud to cringing to heartbreak and back again. I’m down for an unlikeable protagonist but Maggie had moments that were a bit too much. Maybe she’s just too human?,,,1,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",0,4.39,Graywolf Press,Hardcover,251,2019,2019,2023/02/26,2021/10/11,,,read,Uniquely and beautifully written,,,1,0
58724801,The Bodyguard,Katherine Center,"Center, Katherine",,"=""1250219396""","=""9781250219398""",4,3.94,St. Martin's Press,Hardcover,302,2022,2022,2023/02/17,2022/12/20,,,read,,,,1,0
31373633,And Every Morning the Way Home Gets Longer and Longer,Fredrik Backman,"Backman, Fredrik",Alice Menzies,"=""1501160575""","=""9781501160578""",5,4.33,Atria Books,Kindle Edition,97,2016,2015,2023/02/06,2023/02/05,,,read,,,,1,0
60209475,We Spread,Iain Reid,"Reid, Iain",,"=""1982169354""","=""9781982169350""",4,3.76,Gallery/Scout Press,Hardcover,289,2022,2022,2023/02/06,2023/02/04,,,read,,,,1,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.19,Tor,Hardcover,448,2019,2019,,2023/02/05,to-read,to-read (#226),to-read,,,,0,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",0,3.95,Tordotcom,Hardcover,185,2020,2020,2023/02/04,2022/10/27,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",2,3.97,Square Fish,Paperback,218,2017,1962,2023/01/31,2020/10/04,,,read,,,,1,0
53988823,"Before the Coffee Gets Cold: Tales from the Café (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",,"=""""","=""9781529050875""",0,3.96,Picador,ebook,208,2020,2017,,2023/01/30,to-read,to-read (#225),to-read,,,,0,0
18162954,Galatea,Madeline Miller,"Miller, Madeline",,"=""1408848147""","=""""",0,3.93,Bloomsbury Paperbacks,Kindle Edition,27,2013,2013,2023/01/25,2023/01/16,,,read,,,,1,0
58684524,"Part of Your World (Part of Your World, #1)",Abby Jimenez,"Jimenez, Abby",,"=""1538704374""","=""9781538704370""",4,4.26,Forever,Paperback,389,2022,2022,2023/01/25,2022/12/20,,,read,,,,1,0
33295690,Dress Codes for Small Towns,Courtney C. Stevens,"Stevens, Courtney C.",,"=""0062398539""","=""9780062398536""",5,3.88,HarperTeen,Kindle Edition,357,2017,2017,2023/01/17,2021/05/17,favorites,favorites (#6),read,,,,1,0
39332293,"Glitterland (Spires, #1)",Alexis  Hall,"Hall, Alexis",,"=""1912688905""","=""9781912688906""",0,3.99,Alexis Hall,Kindle Edition,286,2018,2013,,2023/01/17,to-read,to-read (#223),to-read,,,,0,0
61913612,Best Men,Sidney Karger,"Karger, Sidney",,"=""0593439481""","=""9780593439487""",0,3.33,Berkley,Paperback,341,2023,2023,,2023/01/12,to-read,to-read (#218),to-read,,,,0,0
62365891,"Unfortunately Yours  (A Vine Mess, #2)",Tessa Bailey,"Bailey, Tessa",,"=""0063239035""","=""9780063239036""",0,3.76,Avon,Paperback,384,2023,2023,,2023/01/12,to-read,to-read (#217),to-read,,,,0,0
61327472,Love and Other Flight Delays,Denise  Williams,"Williams, Denise",,"=""0593441079""","=""9780593441077""",0,3.47,Penguin Publishing Group,Paperback,433,2023,2023,,2023/01/12,to-read,to-read (#216),to-read,,,,0,0
61399138,"Something Wild & Wonderful (Nashville Love, #2)",Anita Kelly,"Kelly, Anita",,"=""1538754886""","=""9781538754887""",0,4.24,Forever,Paperback,384,2023,2023,,2023/01/12,to-read,to-read (#215),to-read,,,,0,0
61111297,Ruby Spencer's Whisky Year,Rochelle Bilow,"Bilow, Rochelle",,"=""0593547888""","=""9780593547885""",0,3.41,Berkley,Paperback,346,2023,2023,,2023/01/12,to-read,to-read (#214),to-read,,,,0,0
61109599,"Secretly Yours (A Vine Mess, #1)",Tessa Bailey,"Bailey, Tessa",,"=""0063238985""","=""9780063238985""",0,3.26,Avon,Paperback,384,2023,2023,,2023/01/12,to-read,to-read (#213),to-read,,,,0,0
61156498,Lunar Love,Lauren Kung Jessen,"Jessen, Lauren Kung",,"=""1538710250""","=""9781538710258""",0,3.47,Forever,Paperback,336,2023,2023,,2023/01/12,to-read,to-read (#212),to-read,,,,0,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",3,3.66,Picador,Paperback,293,2019,2015,2023/01/12,2020/10/24,,,read,,,,1,0
25793458,Nick and Charlie,Alice Oseman,"Oseman, Alice",,"=""0008147876""","=""9780008147877""",0,4.13,HarperCollins Children's Books,ebook,120,2015,2015,2023/01/06,2023/01/06,,,read,,,,1,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.28,"Little, Brown Books for Young Readers",Hardcover,532,2017,2017,,2023/01/04,to-read,to-read (#211),to-read,,,,0,0
57661359,"Electric Idol (Dark Olympus, #2)",Katee Robert,"Robert, Katee",,"=""1728231760""","=""9781728231761""",0,3.94,Sourcebooks Casablanca,Paperback,384,2022,2022,2023/01/03,2022/12/31,,,read,,,,1,0
62052300,Quietly Hostile: Essays,Samantha Irby,"Irby, Samantha",,"=""0593315693""","=""9780593315699""",0,3.67,Vintage,Paperback,290,2023,2023,,2022/12/31,to-read,to-read (#210),to-read,,,,0,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,3.73,The Borough Press,Hardcover,329,2023,2023,,2022/12/31,to-read,to-read (#208),to-read,,,,0,0
