Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
208840291,The Serviceberry: Abundance and Reciprocity in the Natural World,Robin Wall Kimmerer,"Kimmerer, Robin Wall",John Burgoyne,"=""1668072246""","=""9781668072240""",0,4.32,Scribner,Hardcover,112,2024,2024,2025/11/05,2024/08/23,physical-tbr,physical-tbr (#83),read,,,,1,0
6398634,The Happiness Project,Gretchen Rubin,"Rubin, Gretchen",,"=""0061583251""","=""9780061583254""",0,3.65,Harper,Hardcover,301,2009,2009,,2025/11/04,,,read,,,,1,0
222828632,Discontent,Beatriz Serrano,"Serrano, Beatriz",Mara Faye Lethem,"=""""","=""9798217006779""",0,3.91,Vintage,Kindle Edition,181,2025,2023,,2025/11/02,to-read,to-read (#535),to-read,,,,0,0
228256271,"Mate (Bride, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""0593955013""","=""9780593955017""",4,4.20,Berkley,Hardcover,457,2025,2025,2025/11/02,2025/02/26,,,read,,,,1,0
236746136,Atmosphere,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158717""","=""9780593158715""",0,4.35,Ballantine Books,Hardcover,352,2025,2025,,2025/11/02,to-read,to-read (#534),to-read,,,,0,0
75561006,Living Resistance: An Indigenous Vision for Seeking Wholeness Every Day,Kaitlin B. Curtice,"Curtice, Kaitlin B.",,"=""1587435713""","=""9781587435713""",0,4.14,Brazos Press,Hardcover,208,2023,,,2025/11/01,to-read,to-read (#533),to-read,,,,0,0
221996622,"A Steady Brightness of Being: Truths, Wisdom, and Love from Celebrated Indigenous Voices",Sara Sinclair,"Sinclair, Sara",Stephanie Sinclair,"=""0735250367""","=""9780735250369""",0,4.40,Penguin Canada,Hardcover,192,2025,,,2025/11/01,to-read,to-read (#532),to-read,,,,0,0
220165542,Mapping the Interior,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1250406021""","=""9781250406026""",0,3.60,Tor Nightfire,Paperback,112,2025,2017,,2025/10/25,"to-read, november-tbr","to-read (#528), november-tbr (#2)",to-read,,,,0,0
182777376,A Witch's Guide to Magical Innkeeping,Sangu Mandanna,"Mandanna, Sangu",,"=""0593439384""","=""""",0,3.99,Berkley,Kindle Edition,336,2025,2025,,2025/07/07,"to-read, fall-reads, physical-tbr, november-tbr","to-read (#494), fall-reads (#3), physical-tbr (#92), november-tbr (#1)",to-read,,,,0,0
228110489,Heart the Lover,Lily King,"King, Lily",,"=""0802165176""","=""9780802165176""",0,4.42,Grove Press,Hardcover,256,2025,2025,,2025/10/31,"to-read, physical-tbr","to-read (#531), physical-tbr (#99)",to-read,,,,0,0
199798006,We Used to Live Here,Marcus Kliewer,"Kliewer, Marcus",,"=""1982198788""","=""9781982198787""",0,3.63,Atria/Emily Bestler Books,Hardcover,312,2024,2024,,2025/10/27,to-read,to-read (#530),to-read,,,,0,0
223001257,The Correspondent,Virginia      Evans,"Evans, Virginia",,"=""0593798430""","=""9780593798430""",0,4.57,Crown,Hardcover,304,2025,2025,,2025/10/27,to-read,to-read (#529),to-read,,,,0,0
84981,Tuck Everlasting,Natalie Babbitt,"Babbitt, Natalie",,"=""0374480095""","=""9780374480097""",0,3.91,"Farrar, Straus and Giroux (BYR)",Paperback,148,1985,1975,2025/10/25,2025/03/31,physical-tbr,physical-tbr (#95),read,,,,1,0
222279220,"Good Spirits (Ghosted, #1)",B.K. Borison,"Borison, B.K.",,"=""0063430401""","=""9780063430402""",0,4.37,Avon,Paperback,384,2025,2025,,2025/10/24,to-read,to-read (#527),to-read,,,,0,0
113877384,Sipsworth,Simon Van Booy,"Booy, Simon Van",,"=""1567927947""","=""9781567927948""",0,4.14,"David R. Godine, Publisher",Hardcover,240,2024,2024,,2025/10/13,"currently-reading, physical-tbr","currently-reading (#2), physical-tbr (#98)",currently-reading,,,,1,0
240019805,Meet Me in the Garden,Nina LaCour,"LaCour, Nina",,"=""1250810477""","=""9781250810472""",0,5.00,Flatiron Books,Hardcover,400,2026,2026,,2025/10/01,to-read,to-read (#526),to-read,,,,0,0
33503607,Meet Cute: Some People Are Destined to Meet,Jennifer L. Armentrout,"Armentrout, Jennifer L.","Dhonielle Clayton, Katie Cotugno, Jocelyn Davies, Nina LaCour, Emery Lord, Katharine McGee, Kass Morgan, Meredith Russo, Sara Shepard, Nicola Yoon, Ibi Zoboi, Julie   Murphy","=""1328759873""","=""9781328759870""",0,3.57,HMH Books for Young Readers,Hardcover,314,2018,2018,,2025/10/01,to-read,to-read (#525),to-read,,,,0,0
199269577,"The Spellshop (Spellshop, #1)",Sarah Beth Durst,"Durst, Sarah Beth",,"=""""","=""""",0,4.02,Bramble,Hardcover,384,2024,2024,,2024/09/07,"25-in-25, physical-tbr, fall-reads, currently-reading","25-in-25 (#14), physical-tbr (#68), fall-reads (#11), currently-reading (#1)",currently-reading,,,,1,0
55977956,Loveless,Alice Oseman,"Oseman, Alice",,"=""133875193X""","=""9781338751932""",2,4.17,Scholastic Press,Hardcover,432,2022,2020,2025/09/29,2022/08/23,25-in-25,25-in-25 (#12),read,2.5,,,1,0
240581511,Hot for Slayer,Ali Hazelwood,"Hazelwood, Ali",,"=""166252840X""","=""9781662528408""",0,3.89,Amazon Original Stories,ebook,94,2025,2025,,2025/09/27,to-read,to-read (#524),to-read,,,,0,0
217513554,"And Now, Back to You (Heartstrings, #2)",B.K. Borison,"Borison, B.K.",,"=""""","=""""",0,4.47,,Paperback,,2026,2026,,2025/09/23,to-read,to-read (#523),to-read,,,,0,0
58842731,The Lesbiana's Guide to Catholic School,Sonora Reyes,"Reyes, Sonora",,"=""006306023X""","=""9780063060234""",0,4.24,HarperCollins,Hardcover,385,2022,2022,,2024/12/17,"to-read, physical-tbr","to-read (#409), physical-tbr (#97)",to-read,,,,0,0
60568471,"Before I Let Go (Skyland, #1)",Kennedy Ryan,"Ryan, Kennedy",,"=""1538706792""","=""9781538706794""",0,4.33,Forever,Paperback,391,2022,2022,,2025/01/19,"to-read, physical-tbr","to-read (#442), physical-tbr (#96)",to-read,,,,0,0
37732,"Are You There God? It’s Me, Margaret",Judy Blume,"Blume, Judy",,"=""0689841582""","=""9780689841583""",0,3.95,Richard Jackson/Athaneum Books for Young Readers,Hardcover,149,2001,1970,,2025/03/31,"to-read, physical-tbr","to-read (#460), physical-tbr (#94)",to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,4.20,Ballantine Books,Hardcover,368,2019,2019,,2025/07/05,"to-read, physical-tbr","to-read (#493), physical-tbr (#93)",to-read,,,,0,0
26030734,"The Wild Robot (The Wild Robot, #1)",Peter  Brown,"Brown, Peter",,"=""0316381993""","=""9780316381994""",0,4.21,"Little, Brown Books for Young Readers",Hardcover,282,2016,2016,,2025/07/19,"to-read, physical-tbr","to-read (#514), physical-tbr (#91)",to-read,,,,1,0
227948535,"Tender Cruelty (Dark Olympus, #9)",Katee Robert,"Robert, Katee",,"=""1728284783""","=""9781728284781""",0,4.09,Sourcebooks Casablanca,Paperback,304,2025,2025,,2025/09/15,to-read,to-read (#522),to-read,,,,0,0
123901,Little Cloud,Eric Carle,"Carle, Eric",,"=""0698118308""","=""9780698118300""",0,3.94,World of Eric Carle,Paperback,32,2001,1996,,2025/09/13,,,read,,,,1,0
3194431,Goodnight Goon: a Petrifying Parody,Michael Rex,"Rex, Michael",,"=""0399245340""","=""9780399245343""",0,4.10,G.P. Putnam's Sons Books for Young Readers,Hardcover,32,2008,2008,,2025/09/13,,,read,,,,1,0
228101,"Chicka Chicka 1, 2, 3",Bill Martin Jr.,"Jr., Bill Martin","Michael Sampson, Lois Ehlert","=""0689858817""","=""9780689858819""",0,4.15,Simon & Schuster Books for Young Readers,Hardcover,40,2004,2004,,2025/09/13,,,read,,,,1,0
631931,Mister Seahorse,Eric Carle,"Carle, Eric",,"=""0140569898""","=""9780140569896""",0,4.07,Puffin Bks,Hardcover,34,2006,2004,,2025/09/13,,,read,,,,1,0
35738079,Pink Is for Boys,Robb Pearlman,"Pearlman, Robb",Eda Kaban,"=""""","=""""",0,4.05,Running Press,Hardcover,40,2018,2018,,2025/09/13,,,read,,,,1,0
7531219,Dancing Feet!,Lindsey Craig,"Craig, Lindsey",Marc Brown,"=""0375861815""","=""9780375861819""",0,4.00,Knopf Books for Young Readers,Hardcover,26,2010,2010,,2025/09/13,,,read,,,,1,0
55660774,The Leaf Thief,Alice Hemming,"Hemming, Alice",Nicola Slater,"=""0702303208""","=""9780702303203""",0,4.19,Scholastic ,Hardcover,32,2020,2020,,2025/09/13,,,read,,,,1,0
758939,Leaves,David Ezra Stein,"Stein, David Ezra",,"=""0399246363""","=""9780399246364""",0,3.87,Nancy Paulsen Books,Hardcover,32,2007,2007,,2025/09/13,,,read,,,,1,0
7699554,The Wonky Donkey,Craig           Smith,"Smith, Craig",Katz Cowley,"=""1869439260""","=""9781869439262""",0,4.45,Scholastic New Zealand,Paperback,24,2009,2009,,2025/09/13,,,read,,,,1,0
375902,Inch by Inch,Leo Lionni,"Lionni, Leo",,"=""0688132839""","=""9780688132835""",0,4.09,HarperCollinsPublishers,Paperback,32,1995,1960,,2025/09/13,,,read,,,,1,0
44095598,"Sofia Valdez, Future Prez",Andrea Beaty,"Beaty, Andrea",David Roberts,"=""1683356101""","=""9781683356103""",0,4.36,Abrams Books for Young Readers,Kindle Edition,40,2019,2019,,2025/09/13,,,read,,,,1,0
22735715,Pig the Pug,Aaron Blabey,"Blabey, Aaron",,"=""1743624778""","=""9781743624777""",0,4.17,Scholastic,Hardcover,24,2014,2014,,2025/09/13,,,read,,,,1,0
39397848,Under My Hijab,Hena Khan,"Khan, Hena",Aaliya Jaleel,"=""1620147920""","=""9781620147924""",0,4.39,Lee & Low Books,Hardcover,32,2019,2019,,2025/09/13,,,read,,,,1,0
6202568,"Elephants Cannot Dance! (Elephant & Piggie, #9)",Mo Willems,"Willems, Mo",,"=""1423114108""","=""9781423114109""",0,4.30,Hyperion Books for Children,Hardcover,64,2009,2009,,2025/09/13,,,read,,,,1,0
2451036,"I Love My New Toy! (Elephant & Piggie, #5)",Mo Willems,"Willems, Mo",,"=""1423109619""","=""9781423109617""",0,4.32,Hyperion Books for Children,Hardcover,57,2008,2008,,2025/09/13,,,read,,,,1,0
34605803,"Dear Girl: A Celebration of Wonderful, Smart, Beautiful You!",Amy Krouse Rosenthal,"Rosenthal, Amy Krouse","Paris Rosenthal, Holly Hatam","=""0062422502""","=""9780062422507""",0,4.57,HarperCollins,Hardcover,40,2017,2017,,2025/09/13,,,read,,,,1,0
27247476,"The Thank You Book (Elephant & Piggie, #25)",Mo Willems,"Willems, Mo",,"=""1423178289""","=""9781423178286""",0,4.41,Hyperion Books for Children,Hardcover,64,2016,2016,,2025/09/13,,,read,,,,1,0
507402,Little Pea,Amy Krouse Rosenthal,"Rosenthal, Amy Krouse",Jen Corace,"=""081184658X""","=""9780811846585""",0,4.19,Chronicle Books,Hardcover,36,2005,2005,,2025/09/13,,,read,,,,1,0
18743522,Shh! We Have a Plan,Chris Haughton,"Haughton, Chris",,"=""1406342327""","=""9781406342321""",0,4.15,Walker Books,Hardcover,48,2014,2014,,2025/09/13,,,read,,,,1,0
9676990,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,"Rinker, Sherri Duskey",Tom Lichtenheld,"=""0811877825""","=""9780811877824""",0,4.38,Chronicle Books,Hardcover,32,2011,2011,,2025/09/13,,,read,,,,1,0
336161,The Grouchy Ladybug,Eric Carle,"Carle, Eric",,"=""0064434508""","=""9780064434508""",0,4.12,HarperCollins,Paperback,48,1996,1977,,2025/09/13,,,read,,,,1,0
18570357,What Do You Do With an Idea?,Kobi Yamada,"Yamada, Kobi",Mae Besom,"=""1938298071""","=""9781938298073""",0,4.47,Compendium,Hardcover,36,2014,2014,,2025/09/13,,,read,,,,1,0
35248504,The Rabbit Listened,Cori Doerrfeld,"Doerrfeld, Cori",,"=""073522935X""","=""9780735229358""",0,4.59,Dial Books,Hardcover,32,2018,2018,,2025/09/13,favorites,favorites (#11),read,,,,1,0
36341954,"We Don't Eat Our Classmates (Penelope Rex, #1)",Ryan T.  Higgins,"Higgins, Ryan T.",,"=""1368003559""","=""9781368003551""",0,4.51,Disney Hyperion,Hardcover,40,2018,2018,,2025/09/13,,,read,,,,1,0
147732,"Miss Nelson Is Missing! (Miss Nelson, #1)",Harry Allard,"Allard, Harry",James  Marshall,"=""0395401461""","=""9780395401460""",0,4.31,Sandpiper Books,Paperback,32,1985,1977,,2025/09/13,,,read,,,,1,0
201126,We're Going on a Bear Hunt,Michael Rosen,"Rosen, Michael",Helen Oxenbury,"=""0689853491""","=""9780689853494""",0,4.29,Alladin Paperbacks,Paperback,40,2003,1989,,2025/09/13,,,read,,,,1,0
1062516,"No, David!",David Shannon,"Shannon, David",,"=""0590930028""","=""9780590930024""",0,4.16,The Blue Sky Press,Hardcover,32,1998,1998,,2025/09/13,,,read,,,,1,0
770051,"Olivia (Olivia, #1)",Ian Falconer,"Falconer, Ian",,"=""0689829531""","=""9780689829536""",0,4.15,Atheneum Books for Young Readers,Hardcover,40,2000,2000,,2025/09/13,,,read,,,,1,0
240130,The Paper Bag Princess,Robert Munsch,"Munsch, Robert",Michael Martchenko,"=""0920236162""","=""9780920236161""",0,4.31,Annick Press,Paperback,32,1980,1980,,2025/09/13,,,read,,,,1,0
22521973,Last Stop on Market Street,Matt de la Peña,"Peña, Matt de la",Christian Robinson,"=""0399257748""","=""9780399257742""",0,4.30,G.P. Putnam's Sons Books for Young Readers,Hardcover,32,2015,2015,,2025/09/13,,,read,,,,1,0
766955,"Click, Clack, Moo: Cows That Type",Doreen Cronin,"Cronin, Doreen",Betsy Lewin,"=""0689832133""","=""9780689832130""",0,4.28,Simon & Schuster Books for Young Readers,Hardcover,32,2000,1999,,2025/09/13,,,read,,,,1,0
11233988,I Want My Hat Back,Jon Klassen,"Klassen, Jon",,"=""0763655988""","=""9780763655983""",0,4.35,Candlewick Press,Hardcover,40,2011,2011,,2025/09/13,,,read,,,,1,0
125120424,"Heartstopper: Volume Six (Heartstopper, #6)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",0,4.55,,Unknown Binding,,,2026,,2025/09/12,to-read,to-read (#521),to-read,,,,0,0
44804083,"Come Tumbling Down (Wayward Children, #5)",Seanan McGuire,"McGuire, Seanan",,"=""0765399318""","=""9780765399311""",4,3.91,Tordotcom,Hardcover,208,2020,2020,2025/09/12,2024/08/28,,,read,,,,1,0
231126910,"Through Gates of Garnet and Gold (Wayward Children, #11)",Seanan McGuire,"McGuire, Seanan",,"=""1250339405""","=""9781250339409""",0,3.88,Tordotcom,Hardcover,160,2026,2026,,2025/09/10,to-read,to-read (#520),to-read,,,,0,0
222399131,Howl’s Moving Castle,Diana Wynne Jones,"Jones, Diana Wynne",,"=""0063416468""","=""9780063416468""",0,4.29,Greenwillow Books,Hardcover,352,2025,1986,,2025/09/09,to-read,to-read (#519),to-read,,,,0,0
199534697,Black in Blues: How a Color Tells the Story of My People,Imani Perry,"Perry, Imani",,"=""0062977393""","=""9780062977397""",0,4.31,Ecco,Hardcover,256,2025,2025,2025/09/07,2025/08/05,,,read,,,,1,0
122753311,"Lovelight Farms (Lovelight, #1)",B.K. Borison,"Borison, B.K.",,"=""0593641124""","=""9780593641125""",0,3.83,Berkley,Kindle Edition,332,2021,2021,,2025/09/06,to-read,to-read (#518),to-read,,,,0,0
220195725,Julie Chan Is Dead,Liann Zhang,"Zhang, Liann",,"=""1668067919""","=""9781668067918""",0,3.44,Atria Books,Kindle Edition,320,2025,2025,,2025/09/06,to-read,to-read (#517),to-read,,,,0,0
222376853,"Wild for Austen: A Rebellious, Subversive, and Untamed Jane",Devoney Looser,"Looser, Devoney",,"=""1250361338""","=""9781250361332""",0,3.91,St. Martin's Press,Hardcover,336,2025,2025,,2025/09/04,to-read,to-read (#516),to-read,,,,0,0
222658358,"Pitcher Perfect (Big Shots, #4)",Tessa Bailey,"Bailey, Tessa",,"=""0063380838""","=""9780063380837""",0,3.89,Avon,Paperback,336,2025,2025,,2025/09/04,to-read,to-read (#515),to-read,,,,0,0
217163697,My Friends,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982112824""","=""9781982112820""",2,4.42,Atria Books,Hardcover,436,2025,2025,2025/09/04,2024/12/16,,,read,,,,1,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",0,4.05,Tor,Kindle Edition,296,2022,2022,,2023/01/16,"to-read, 24-in-24, physical-tbr, fall-reads","to-read (#222), 24-in-24 (#15), physical-tbr (#49), fall-reads (#18)",to-read,,,,0,0
60784409,A House with Good Bones,T. Kingfisher,"Kingfisher, T.",,"=""1250829798""","=""9781250829795""",0,3.67,Tor Nightfire,Hardcover,247,2023,2023,,2022/12/27,"to-read, fall-reads","to-read (#199), fall-reads (#17)",to-read,,,,0,0
49504061,The Once and Future Witches,Alix E. Harrow,"Harrow, Alix E.",,"=""0316422045""","=""9780316422048""",0,4.03,Redhook,Hardcover,517,2020,2020,,2022/09/25,"to-read, fall-reads","to-read (#179), fall-reads (#16)",to-read,,,,0,0
58896183,"Magic, Lies, and Deadly Pies (Pies Before Guys Mystery, #1)",Misha Popp,"Popp, Misha",,"=""1643859951""","=""9781643859958""",0,3.68,Crooked Lane,Hardcover,324,2022,2022,,2022/07/15,"to-read, fall-reads","to-read (#164), fall-reads (#15)",to-read,,,,0,0
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",0,4.02,Viking Penguin,Hardcover,592,2011,2011,,2021/04/03,"to-read, fall-reads","to-read (#103), fall-reads (#14)",to-read,,,,0,0
42034231,Leave Only Footprints: My Acadia-to-Zion Journey Through Every National Park,Conor Knighton,"Knighton, Conor",,"=""198482354X""","=""9781984823540""",0,4.25,Crown,Hardcover,323,2020,2020,,2020/12/30,"to-read, fall-reads","to-read (#86), fall-reads (#13)",to-read,,,,0,0
22896,"Practical Magic (Practical Magic, #1)",Alice Hoffman,"Hoffman, Alice",,"=""""","=""""",0,3.71,Penguin,Paperback,286,2003,1995,,2020/10/04,"to-read, fall-reads","to-read (#16), fall-reads (#12)",to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,3.90,Penguin Classics,Paperback,260,2018,1818,,2024/09/27,"to-read, fall-reads","to-read (#395), fall-reads (#10)",to-read,,,,0,0
210163133,"The Cinnamon Bun Book Store (Dream Harbor, #2)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008641587""","=""9780008641580""",0,3.70,One More Chapter,Paperback,348,2024,2024,,2025/01/06,"to-read, fall-reads","to-read (#431), fall-reads (#9)",to-read,,,,0,0
217248010,Disco Witches of Fire Island,Blair Fell,"Fell, Blair",,"=""""","=""9798892420341""",0,3.79,Alcove Press,Paperback,352,2025,2025,,2025/03/05,"to-read, fall-reads","to-read (#453), fall-reads (#8)",to-read,,,,0,0
219603177,With a Vengeance,Riley Sager,"Sager, Riley",,"=""0593472403""","=""9780593472408""",0,3.38,Dutton,Hardcover,383,2025,2025,,2025/04/23,"to-read, fall-reads","to-read (#470), fall-reads (#7)",to-read,,,,0,0
139463,Maniac Magee,Jerry Spinelli,"Spinelli, Jerry",,"=""0590452037""","=""9780590452038""",0,3.90,Scholastic,Paperback,184,2002,1990,,2025/06/10,"to-read, fall-reads","to-read (#483), fall-reads (#6)",to-read,,,,0,0
25051,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",Betty MacDonald,"MacDonald, Betty",Alexandra Boiger,"=""0064401480""","=""9780064401487""",0,4.16,HarperCollins,Paperback,128,2007,1947,,2025/06/07,"to-read, fall-reads","to-read (#479), fall-reads (#5)",to-read,,,,0,0
55425310,When the Reckoning Comes,LaTanya McQueen,"McQueen, LaTanya",,"=""0063035049""","=""9780063035041""",0,3.68,Harper Perennial,Paperback,237,2021,2021,,2025/06/28,"to-read, fall-reads","to-read (#491), fall-reads (#4)",to-read,,,,0,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,3.64,Doubleday,Hardcover,226,2018,2018,,2025/08/12,"to-read, physical-tbr, fall-reads","to-read (#507), physical-tbr (#87), fall-reads (#2)",to-read,,,,0,0
62888185,Monstrilio,Gerardo Sámano Córdova,"Córdova, Gerardo Sámano",,"=""1638930376""","=""""",0,4.09,Zando,Kindle Edition,336,2023,2023,,2025/08/18,"to-read, fall-reads","to-read (#510), fall-reads (#1)",to-read,,,,0,0
215363278,The Song of the Blue Bottle Tree,India Hayford,"Hayford, India",,"=""1496753127""","=""9781496753120""",0,4.43,Kensington,Paperback,353,2025,,,2025/08/23,to-read,to-read (#513),to-read,,,,0,0
51199185,Darling,K. Ancrum,"Ancrum, K.",,"=""""","=""""",0,3.62,Imprint,Hardcover,288,2021,2021,,2025/08/22,to-read,to-read (#512),to-read,,,,0,0
231801371,"The Night We Met (Say You'll Remember Me, #2)",Abby Jimenez,"Jimenez, Abby",,"=""""","=""""",0,4.32,,Paperback,400,2026,2026,,2025/08/21,to-read,to-read (#511),to-read,,,,0,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",4,4.28,Doubleday Books,Hardcover,390,2022,2022,2025/08/20,2023/02/16,physical-tbr,physical-tbr (#22),read,,,,1,0
211003837,Penitence,Kristin Koval,"Koval, Kristin",,"=""1250342996""","=""9781250342997""",0,3.67,Celadon Books,Hardcover,320,2025,2025,,2025/08/17,"to-read, physical-tbr","to-read (#509), physical-tbr (#90)",to-read,,,,0,0
50743767,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,"Jaouad, Suleika",,"=""0399588582""","=""9780399588587""",0,4.42,Random House,Hardcover,352,2021,2021,,2024/03/01,"to-read, physical-tbr","to-read (#347), physical-tbr (#89)",to-read,,,,0,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",0,4.13,The Dial Press,Kindle Edition,416,2023,2023,,2023/06/13,"to-read, physical-tbr","to-read (#267), physical-tbr (#88)",to-read,,,,0,0
43245554,Radical Kindness: The Life-Changing Power of Giving and Receiving,Angela C. Santomero,"Santomero, Angela C.",,"=""0062939211""","=""9780062939210""",0,3.81,Harper Wave,Audible Audio,,2019,2019,,2025/08/16,to-read,to-read (#508),to-read,,,,0,0
199928276,The Love of My Afterlife,Kirsty Greenwood,"Greenwood, Kirsty",,"=""0593816137""","=""9780593816134""",0,4.05,Berkley,Paperback,369,2024,2024,,2025/08/12,to-read,to-read (#506),to-read,,,,0,0
222376906,Wild Reverence,Rebecca   Ross,"Ross, Rebecca",,"=""1250373352""","=""9781250373359""",0,4.41,Saturday Books,Hardcover,527,2025,2025,,2025/08/10,to-read,to-read (#505),to-read,,,,0,0
42519313,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""0062913484""","=""9780062913487""",0,3.96,Ecco,ebook,288,2019,2019,,2025/08/06,"to-read, physical-tbr","to-read (#504), physical-tbr (#86)",to-read,,,,0,0
218460255,Dan in Green Gables: A Graphic Novel,Rey Terciero,"Terciero, Rey",Claudia Aguirre,"=""0593385586""","=""9780593385586""",0,4.26,Penguin Workshop,Paperback,256,2025,2025,,2025/08/06,to-read,to-read (#503),to-read,,,,0,0
225910338,Son of the Morning,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0063323184""","=""9780063323186""",0,3.94,Avon,Hardcover,320,2025,2025,,2025/08/06,to-read,to-read (#502),to-read,,,,0,0
220687884,Love Is a War Song,Danica Nava,"Nava, Danica",,"=""0593642627""","=""9780593642627""",0,3.84,Berkley,Paperback,336,2025,2025,,2025/08/06,to-read,to-read (#501),to-read,,,,0,0
60097448,"The Black Period: On Personhood, Race, and Origin",Hafizah Augustus Geter,"Geter, Hafizah Augustus",,"=""0593448642""","=""9780593448649""",0,4.32,Random House,Hardcover,448,2022,2022,,2025/08/05,to-read,to-read (#500),to-read,,,,0,0
50702014,"Paladin's Grace (The Saint of Steel, #1)",T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",0,4.06,Red Wombat Studio,Kindle Edition,366,2020,2020,,2025/08/04,to-read,to-read (#499),to-read,,,,0,0
218674082,The Amalfi Curse,Sarah Penner,"Penner, Sarah",,"=""0778308006""","=""9780778308003""",3,3.84,Park Row,Hardcover,336,2025,2025,2025/07/31,2025/07/10,book-club-reads,book-club-reads (#14),read,,,,1,0
221521038,"Lights Out (Into Darkness, #1)",Navessa Allen,"Allen, Navessa",,"=""""","=""""",0,4.11,Zando – Slowburn,Kindle Edition,338,2024,2024,,2025/07/30,to-read,to-read (#498),to-read,,,,0,0
219838010,Big Dumb Eyes: Stories from a Simpler Mind,Nate Bargatze,"Bargatze, Nate",,"=""1538768461""","=""9781538768464""",0,3.74,Grand Central Publishing,Hardcover,240,2025,2025,2025/07/25,2025/04/07,,,read,"I enjoyed most of this book. It’s a wick, easy read that’s made so much more fun when hearing it in his voice. There are some misogynistic moments throughout that I didn’t love and I hope he figures out how to expand beyond his stupidity schtick but overall it was a good read. ",,,1,0
235993013,Is This a Cry for Help?,Emily R. Austin,"Austin, Emily R.",,"=""1668200236""","=""9781668200230""",0,4.31,Atria Books,Hardcover,304,2026,2026,,2025/07/24,to-read,to-read (#497),to-read,,,,0,0
231126842,Wolf Worm,T. Kingfisher,"Kingfisher, T.",,"=""1250829828""","=""9781250829825""",0,4.28,Tor Nightfire,Hardcover,288,2026,2026,,2025/07/24,to-read,to-read (#496),to-read,,,,0,0
219301746,Sounds Like Love,Ashley Poston,"Poston, Ashley",,"=""0593641000""","=""9780593641002""",0,3.90,Berkley,Paperback,384,2025,2025,,2025/07/23,to-read,to-read (#495),to-read,,,,0,0
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062662856""","=""9780062662859""",4,4.17,Quill Tree Books,ebook,395,2019,2019,2025/07/16,2021/08/20,"24-in-24, physical-tbr, 25-in-25","24-in-24 (#10), physical-tbr (#52), 25-in-25 (#22)",read,,,,1,0
57884665,Ander & Santi Were Here,Jonny Garza Villa,"Villa, Jonny Garza",,"=""1250843995""","=""9781250843999""",3,4.18,Wednesday Books,Hardcover,368,2023,2023,2025/07/15,2023/05/02,"24-in-24, physical-tbr","24-in-24 (#5), physical-tbr (#32)",read,"3.5 very emotional, really rooted for Zander and Santi. Not sure about the ending",,,1,0
59314692,The Pallbearers Club,Paul Tremblay,"Tremblay, Paul",,"=""0063069911""","=""9780063069916""",0,3.09,William Morrow,Hardcover,278,2022,2022,,2022/12/27,"to-read, physical-tbr","to-read (#202), physical-tbr (#85)",to-read,,,,0,0
43190272,"To Be Taught, If Fortunate",Becky Chambers,"Chambers, Becky",,"=""0062936018""","=""9780062936011""",0,4.20,Harper Voyager,Paperback,153,2019,2019,,2025/07/04,to-read,to-read (#492),to-read,,,,0,0
123027172,Leslie F*cking Jones,Leslie     Jones,"Jones, Leslie",,"=""1538706490""","=""9781538706497""",0,4.09,Grand Central Publishing,Hardcover,288,2023,2023,2025/07/02,2023/08/31,,,read,,,,1,0
